,PDF Name,County,co_fips,State,FIPS,T1,T2,pie_classes,TC,AG,TURF,IMP,WT,OT,OT4C,TOT,lu_pct_tc,lu_pct_ag,lu_pct_tg,lu_pct_imp,lu_pct_wt,lu_pct_ot,lu_pct_ot4c,FORE,TCIS,TCTG,TCOT,tc_pct_fore,tc_pct_tcis,tc_pct_tctg,tc_pct_tcot,pdev_tc,dev_tc,tc_gain,tc_pdev,tc_dev,tc_loss,tc_net,tc_net verbiage,GEOID,County Name,BaseCountyName,countycityCamel,ConditionalCounty,countycity,Carbon Sequestration (tons),Carbon Sequestration (tons Custom),Carbon Sequestration ($),,Carbon Sequestration ($Custom),AvoidedRunoff (gall),AvoidedRunoff (Gal Custom),Avoided Runoff ($),Avoided Runoff ($ Millions),Avoided Runoff (rounded$),Avoided Runoff ($Custom),Total Air (lbs),Total Air ($), Total Air (lbs custom) ,Total Air ($Custom),AB mil plus,AB sub mil,AB format if,Annual Benefits ($Custom),map_path,ContactAddress,URL,ContactText,LinkText,base_URL_spacescommas,Download_URL,Download_HTML
164,"Tree Cover Fact Sheet Rockbridge County, VA 2014-2018.pdf",Rockbridge,rock_51163,VA,51163,2014,2018,6class,"276,445","81,499","6,032","6,832",168,"10,992","92,660","381,968",72.4,21.3,1.6,1.8,0,2.9,24.2,"265,102","1,321","3,452","6,570",95.9,0.5,1.2,2.4,22,5,27,267,119,386,-359,Net Loss,51163,Rockbridge County,Rockbridge,County,County,county,"327,786","328,000","$61,623,858 ",$61.6  million,$61.6  million,151419352, 151.4 million gallons ,"$1,353,083 ",$1.4 million,1353100,$1.4 million,16094.28,962360.52,"16,094","$962,361",$63.9 Million,"$63,939,000 ",$63.9 Million,$63.9 Million,folder/rock_51163_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Rockbridge County, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Rockbridge%20County%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Rockbridge%20County%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
165,"Tree Cover Fact Sheet Rockingham County, VA 2014-2018.pdf",Rockingham,rock_51165,VA,51165,2014,2018,6class,"336,740","164,493","15,832","17,366",375,"9,496","174,364","544,303",61.9,30.2,2.9,3.2,0.1,1.7,32,"317,275","3,362","7,033","9,071",94.2,1,2.1,2.7,68,60,128,257,211,468,-340,Net Loss,51165,Rockingham County,Rockingham,County,County,county,"399,280","400,000","$75,064,609 ",$75.1  million,$75.1  million,221873703, 221.9 million gallons ,"$1,982,663 ",$2.0 million,1982700,$2.0 million,16493.19,1805892.24,"16,493",$1.8 Million,$78.9 Million,"$78,853,000 ",$78.9 Million,$78.9 Million,folder/rock_51165_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Rockingham County, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Rockingham%20County%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Rockingham%20County%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
166,"Tree Cover Fact Sheet Salem, VA 2014-2018.pdf",Salem,sale_51775,VA,51775,2014,2018,4class,"2,620",217,"2,764","3,313",0,364,581,"9,279",28.2,2.3,29.8,35.7,0,3.9,6.2,"1,103",72,"1,281",165,42.1,2.8,48.9,6.3,15,11,25,8,11,19,6,Net Gain,51775,Salem,Salem,City,,city,"3,107","4,000","$584,136 ",$0.6  million,$0.6  million,53400021, 53.4 million gallons ,"$477,183 ",$0.5 million,477200,"$477,200 ",147.87,400899.06,148,"$400,899",$1.5 Million,"$1,462,000 ",$1.5 Million,$1.5 Million,folder/sale_51775_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Salem, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Salem%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Salem%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
167,"Tree Cover Fact Sheet Schoharie County, NY 2013-2017.pdf",Schoharie,scho_36095,NY,36095,2013,2017,6class,"274,131","87,851","8,101","7,736","2,249","15,229","105,329","395,298",69.3,22.2,2,2,0.6,3.9,26.7,"258,857","2,583","5,309","7,382",94.4,0.9,1.9,2.7,46,16,63,59,45,104,-41,Net Loss,36095,Schoharie County,Schoharie,County,County,county,"266,247","267,000","$50,054,390 ",$50.1  million,$50.1  million,129960445, 130 million gallons ,"$1,161,327 ",$1.2 million,1161400,$1.2 million,17091.03,1306492.43,"17,091",$1.3 Million,$52.5 Million,"$52,522,000 ",$52.5 Million,$52.5 Million,folder/scho_36095_hexmap.PNG,urbanforestry@dec.ny.gov,https://www.dec.ny.gov/lands/4957.html,Gloria VanDuyne,New York Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Schoharie County, NY 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Schoharie%20County%2C%20NY%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Schoharie%20County%2C%20NY%202013-2017.pdf>Download Fact Sheet</a>
168,"Tree Cover Fact Sheet Schuyler County, NY 2013-2017.pdf",Schuyler,schu_36097,NY,36097,2013,2017,6class,"132,164","60,679","4,749","4,472","1,839","5,560","68,077","209,463",63.1,29,2.3,2.1,0.9,2.7,32.6,"124,593",775,"2,834","3,962",94.3,0.6,2.1,3,29,9,38,47,23,70,-32,Net Loss,36097,Schuyler County,Schuyler,County,County,county,"128,363","129,000","$24,132,190 ",$24.1  million,$24.1  million,50303962, 50.3 million gallons ,"$449,516 ",$0.4 million,449600,"$449,600 ",6933.36,592536.38,"6,933","$592,536",$25.2 Million,"$25,174,000 ",$25.2 Million,$25.2 Million,folder/schu_36097_hexmap.PNG,urbanforestry@dec.ny.gov,https://www.dec.ny.gov/lands/4957.html,Gloria VanDuyne,New York Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Schuyler County, NY 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Schuyler%20County%2C%20NY%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Schuyler%20County%2C%20NY%202013-2017.pdf>Download Fact Sheet</a>
169,"Tree Cover Fact Sheet Schuylkill County, PA 2013-2017.pdf",Schuylkill,schu_42107,PA,42107,2013,2017,6class,"327,705","80,881","17,314","18,014",893,"52,049","133,823","496,857",66,16.3,3.5,3.6,0.2,10.5,27,"305,574","2,135","10,765","9,232",93.2,0.7,3.3,2.8,67,25,92,649,564,1213,"-1,121",Net Loss,42107,Schuylkill County,Schuylkill,County,County,county,"323,585","324,000","$60,833,932 ",$60.8  million,$60.8  million,412409736, 412.4 million gallons ,"$3,685,293 ",$3.7 million,3685300,$3.7 million,17724.46,18143406.62,"17,724",$18.1 Million,$82.7 Million,"$82,663,000 ",$82.7 Million,$82.7 Million,folder/schu_42107_hexmap.PNG,c-jobrockm@pa.gov,https://www.dcnr.pa.gov/Communities/CommunityTreeManagement/Pages/default.aspx,Ned Brockmeyer,Pennsylvania Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Schuylkill County, PA 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Schuylkill%20County%2C%20PA%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Schuylkill%20County%2C%20PA%202013-2017.pdf>Download Fact Sheet</a>
170,"Tree Cover Fact Sheet Shenandoah County, VA 2014-2018.pdf",Shenandoah,shen_51171,VA,51171,2014,2018,6class,"213,497","87,769","8,394","9,261",246,"6,573","94,588","325,740",65.5,26.9,2.6,2.8,0.1,2,29,"203,240","2,019","3,927","4,310",95.2,0.9,1.8,2,21,67,88,91,83,174,-86,Net Loss,51171,Shenandoah County,Shenandoah,County,County,county,"253,147","254,000","$47,591,714 ",$47.6  million,$47.6  million,102490219, 102.5 million gallons ,"$915,853 ",$0.9 million,915900,"$915,900 ",12799.84,1327479.33,"12,800",$1.3 Million,$49.8 Million,"$49,835,000 ",$49.8 Million,$49.8 Million,folder/shen_51171_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Shenandoah County, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Shenandoah%20County%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Shenandoah%20County%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
171,"Tree Cover Fact Sheet Snyder County, PA 2013-2017.pdf",Snyder,snyd_42109,PA,42109,2013,2017,6class,"118,766","70,511","8,386","6,728",302,"6,118","76,931","210,811",56.3,33.4,4,3.2,0.1,2.9,36.4,"110,956",565,"3,654","3,591",93.4,0.5,3.1,3,24,3,27,239,79,318,-291,Net Loss,42109,Snyder County,Snyder,County,County,county,"117,273","118,000","$22,047,240 ",$22.0  million,$22.0  million,91875198, 91.9 million gallons ,"$820,997 ",$0.8 million,821000,"$821,000 ",6022.31,1253194.44,"6,022",$1.3 Million,$24.1 Million,"$24,121,000 ",$24.1 Million,$24.1 Million,folder/snyd_42109_hexmap.PNG,c-jobrockm@pa.gov,https://www.dcnr.pa.gov/Communities/CommunityTreeManagement/Pages/default.aspx,Ned Brockmeyer,Pennsylvania Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Snyder County, PA 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Snyder%20County%2C%20PA%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Snyder%20County%2C%20PA%202013-2017.pdf>Download Fact Sheet</a>
172,"Tree Cover Fact Sheet Somerset County, MD 2013-2018.pdf",Somerset,some_24039,MD,24039,2013,2018,6class,"93,313","38,573","5,641","4,326","53,326","5,803","97,701","200,981",46.4,19.2,2.8,2.2,26.5,2.9,48.6,"87,270",357,"2,465","3,222",93.5,0.4,2.6,3.5,60,14,74,270,58,328,-254,Net Loss,24039,Somerset County,Somerset,County,County,county,"121,972","122,000","$22,930,827 ",$22.9  million,$22.9  million,52727633, 52.7 million gallons ,"$471,174 ",$0.5 million,471200,"$471,200 ",10254.13,1609722.42,"10,254",$1.6 Million,$25.0 Million,"$25,012,000 ",$25.0 Million,$25.0 Million,folder/some_24039_hexmap.PNG,,https://dnr.maryland.gov/forests/pages/urban-community.aspx,,Maryland Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Somerset County, MD 2013-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Somerset%20County%2C%20MD%202013-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Somerset%20County%2C%20MD%202013-2018.pdf>Download Fact Sheet</a>
173,"Tree Cover Fact Sheet Somerset County, PA 2013-2017.pdf",Somerset,some_42111,PA,42111,2013,2017,6class,"422,843","156,599","15,023","15,185","3,536","71,369","231,504","684,556",61.8,22.9,2.2,2.2,0.5,10.4,33.8,"398,370","1,809","8,422","14,242",94.2,0.4,2,3.4,66,18,84,305,608,913,-829,Net Loss,42111,Somerset County,Somerset,County,County,county,"417,527","418,000","$78,495,036 ",$78.5  million,$78.5  million,224034446, 224 million gallons ,"$2,001,972 ",$2.0 million,2002000,$2.0 million,29966.65,7838094.23,"29,967",$7.8 Million,$88.3 Million,"$88,335,000 ",$88.3 Million,$88.3 Million,folder/some_42111_hexmap.PNG,c-jobrockm@pa.gov,https://www.dcnr.pa.gov/Communities/CommunityTreeManagement/Pages/default.aspx,Ned Brockmeyer,Pennsylvania Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Somerset County, PA 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Somerset%20County%2C%20PA%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Somerset%20County%2C%20PA%202013-2017.pdf>Download Fact Sheet</a>
174,"Tree Cover Fact Sheet Spotsylvania County, VA 2014-2018.pdf",Spotsylvania,spot_51177,VA,51177,2014,2018,6class,"173,364","28,438","16,753","12,649",609,"25,114","54,160","256,926",67.5,11.1,6.5,4.9,0.2,9.8,21.1,"155,813","1,192","13,193","3,166",89.9,0.7,7.6,1.8,68,28,96,1322,260,1582,"-1,486",Net Loss,51177,Spotsylvania County,Spotsylvania,County,County,county,"205,561","206,000","$38,645,454 ",$38.6  million,$38.6  million,255157413, 255.2 million gallons ,"$2,280,087 ",$2.3 million,2280100,$2.3 million,13739.21,3099762.98,"13,739",$3.1 Million,$44.0 Million,"$44,025,000 ",$44.0 Million,$44.0 Million,folder/spot_51177_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Spotsylvania County, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Spotsylvania%20County%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Spotsylvania%20County%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
178,"Tree Cover Fact Sheet St. Marys County, MD 2013-2018.pdf",St. Mary's,stma_24037,MD,24037,2013,2018,6class,"134,813","44,254","17,998","14,095","4,722","12,731","61,708","228,613",59,19.4,7.9,6.2,2.1,5.6,27.1,"113,408","1,966","14,624","4,814",84.1,1.5,10.8,3.6,106,18,123,639,345,984,-861,Net Loss,24037,St. Mary's County,St. Mary's,County,County,county,"176,217","177,000","$33,128,853 ",$33.1  million,$33.1  million,248777646, 248.8 million gallons ,"$2,223,077 ",$2.2 million,2223100,$2.2 million,12550.26,4566773.86,"12,550",$4.6 Million,$39.9 Million,"$39,919,000 ",$39.9 Million,$39.9 Million,folder/stma_24037_hexmap.PNG,,https://dnr.maryland.gov/forests/pages/urban-community.aspx,,Maryland Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet St. Marys County, MD 2013-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20St.%20Marys%20County%2C%20MD%202013-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20St.%20Marys%20County%2C%20MD%202013-2018.pdf>Download Fact Sheet</a>
175,"Tree Cover Fact Sheet Stafford County, VA 2014-2018.pdf",Stafford,staf_51179,VA,51179,2014,2018,6class,"120,857","12,709","15,651","11,957","1,330","8,915","22,954","171,419",70.5,7.4,9.1,7,0.8,5.2,13.4,"105,376","1,528","11,732","2,221",87.2,1.3,9.7,1.8,72,23,95,1771,351,2122,"-2,027",Net Loss,51179,Stafford County,Stafford,County,County,county,"143,302","144,000","$26,940,861 ",$26.9  million,$26.9  million,259642550, 259.6 million gallons ,"$2,320,166 ",$2.3 million,2320200,$2.3 million,7774.2,2676937.98,"7,774",$2.7 Million,$31.9 Million,"$31,938,000 ",$31.9 Million,$31.9 Million,folder/staf_51179_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Stafford County, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Stafford%20County%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Stafford%20County%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
176,"Tree Cover Fact Sheet Staunton, VA 2014-2018.pdf",Staunton,stau_51790,VA,51790,2014,2018,6class,"4,536","2,901","2,207","2,537",11,549,"3,460","12,740",35.6,22.8,17.3,19.9,0.1,4.3,27.2,"2,326",403,"1,388",419,51.3,8.9,30.6,9.2,15,10,25,36,26,62,-37,Net Loss,51790,Staunton,Staunton,City,,city,"5,378","6,000","$1,011,115 ",$1.0  million,$1.0  million,33167684, 33.2 million gallons ,"$296,386 ",$0.3 million,296400,"$296,400 ",237.12,385295.34,237,"$385,295",$1.7 Million,"$1,693,000 ",$1.7 Million,$1.7 Million,folder/stau_51790_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Staunton, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Staunton%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Staunton%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
177,"Tree Cover Fact Sheet Steuben County, NY 2013-2017.pdf",Steuben,steu_36101,NY,36101,2013,2017,6class,"527,538","275,453","24,144","19,145","4,433","36,346","316,232","887,059",59.5,31.1,2.7,2.2,0.5,4.1,35.7,"495,487","2,938","11,424","17,689",93.9,0.6,2.2,3.4,173,48,220,342,93,435,-215,Net Loss,36101,Steuben County,Steuben,County,County,county,"512,364","513,000","$96,324,519 ",$96.3  million,$96.3  million,265213783, 265.2 million gallons ,"$2,369,950 ",$2.4 million,2370000,$2.4 million,25764.72,3098355.32,"25,765",$3.1 Million,$101.8 Million,"$101,793,000 ",$101.8 Million,$101.8 Million,folder/steu_36101_hexmap.PNG,urbanforestry@dec.ny.gov,https://www.dec.ny.gov/lands/4957.html,Gloria VanDuyne,New York Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Steuben County, NY 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Steuben%20County%2C%20NY%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Steuben%20County%2C%20NY%202013-2017.pdf>Download Fact Sheet</a>
179,"Tree Cover Fact Sheet Suffolk, VA 2014-2018.pdf",Suffolk,suff_51800,VA,51800,2014,2018,6class,"142,247","58,568","9,809","11,520","10,538","20,521","89,626","253,202",56.2,23.1,3.9,4.5,4.2,8.1,35.4,"132,943","1,206","5,467","2,630",93.5,0.8,3.8,1.8,40,40,80,266,100,366,-287,Net Loss,51800,Suffolk,Suffolk,City,,city,"168,665","169,000","$31,709,110 ",$31.7  million,$31.7  million,240310148, 240.3 million gallons ,"$2,147,411 ",$2.1 million,2147500,$2.1 million,13433.77,3684729.33,"13,434",$3.7 Million,$37.5 Million,"$37,541,000 ",$37.5 Million,$37.5 Million,folder/suff_51800_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Suffolk, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Suffolk%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Suffolk%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
180,"Tree Cover Fact Sheet Sullivan County, PA 2013-2017.pdf",Sullivan,sull_42113,PA,42113,2013,2017,6class,"242,743","24,694","2,417","2,605","2,247","11,974","38,915","286,679",84.7,8.6,0.8,0.9,0.8,4.2,13.6,"236,871",582,"1,944","3,346",97.6,0.2,0.8,1.4,8,3,10,88,88,176,-166,Net Loss,42113,Sullivan County,Sullivan,County,County,county,"239,691","240,000","$45,061,836 ",$45.1  million,$45.1  million,40942657, 40.9 million gallons ,"$365,864 ",$0.4 million,365900,"$365,900 ",14167.39,940148.61,"14,167","$940,149",$46.4 Million,"$46,368,000 ",$46.4 Million,$46.4 Million,folder/sull_42113_hexmap.PNG,c-jobrockm@pa.gov,https://www.dcnr.pa.gov/Communities/CommunityTreeManagement/Pages/default.aspx,Ned Brockmeyer,Pennsylvania Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Sullivan County, PA 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Sullivan%20County%2C%20PA%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Sullivan%20County%2C%20PA%202013-2017.pdf>Download Fact Sheet</a>
181,"Tree Cover Fact Sheet Surry County, VA 2014-2018.pdf",Surry,surr_51181,VA,51181,2014,2018,6class,"110,131","37,140","1,995","2,476","3,290","22,663","63,093","177,695",62,20.9,1.1,1.4,1.9,12.8,35.6,"107,612",418,"1,088","1,013",97.7,0.4,1,0.9,5,28,33,394,16,410,-376,Net Loss,51181,Surry County,Surry,County,County,county,"130,585","131,000","$24,549,967 ",$24.5  million,$24.5  million,27941329, 27.9 million gallons ,"$249,684 ",$0.2 million,249700,"$249,700 ",8257.53,276837.79,"8,258","$276,838",$25.1 Million,"$25,076,000 ",$25.1 Million,$25.1 Million,folder/surr_51181_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Surry County, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Surry%20County%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Surry%20County%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
182,"Tree Cover Fact Sheet Susquehanna County, PA 2013-2017.pdf",Susquehanna,susq_42115,PA,42115,2013,2017,6class,"340,321","129,222","10,167","10,382","7,079","25,921","162,222","523,092",65.1,24.7,1.9,2,1.4,5,31.1,"316,963","1,550","6,748","15,059",93.1,0.5,2,4.4,37,11,48,284,639,923,-875,Net Loss,42115,Susquehanna County,Susquehanna,County,County,county,"336,042","337,000","$63,175,838 ",$63.2  million,$63.2  million,107696549, 107.7 million gallons ,"$962,376 ",$1.0 million,962400,"$962,400 ",20007.53,2817916.85,"20,008",$2.8 Million,$67.0 Million,"$66,956,000 ",$67.0 Million,$67.0 Million,folder/susq_42115_hexmap.PNG,c-jobrockm@pa.gov,https://www.dcnr.pa.gov/Communities/CommunityTreeManagement/Pages/default.aspx,Ned Brockmeyer,Pennsylvania Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Susquehanna County, PA 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Susquehanna%20County%2C%20PA%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Susquehanna%20County%2C%20PA%202013-2017.pdf>Download Fact Sheet</a>
183,"Tree Cover Fact Sheet Sussex County, DE 2013-2018.pdf",Sussex,suss_10005,DE,10005,2013,2018,6class,"242,532","233,346","38,369","33,906","24,905","18,436","276,688","591,495",41,39.5,6.5,5.7,4.2,3.1,46.8,"212,817","3,003","19,021","7,691",87.7,1.2,7.8,3.2,182,43,225,1772,759,2531,"-2,306",Net Loss,10005,Sussex County,Sussex,County,County,county,"328,798","329,000","$61,814,064 ",$61.8  million,$61.8  million,507732078, 507.7 million gallons ,"$4,537,094 ",$4.5 million,4537100,$4.5 million,21183.62,9795091.38,"21,184",$9.8 Million,$76.1 Million,"$76,146,000 ",$76.1 Million,$76.1 Million,folder/suss_10005_hexmap.PNG,,https://agriculture.delaware.gov/forest-service/urban-and-community/,,Delaware Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Sussex County, DE 2013-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Sussex%20County%2C%20DE%202013-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Sussex%20County%2C%20DE%202013-2018.pdf>Download Fact Sheet</a>
184,"Tree Cover Fact Sheet Talbot County, MD 2013-2018.pdf",Talbot,talb_24041,MD,24041,2013,2018,6class,"61,113","83,656","10,442","6,511","5,967","3,011","92,635","170,701",35.8,49,6.1,3.8,3.5,1.8,54.3,"49,627",862,"5,807","4,817",81.2,1.4,9.5,7.9,72,16,88,74,29,103,-16,Net Loss,24041,Talbot County,Talbot,County,County,county,"79,883","80,000","$15,017,912 ",$15.0  million,$15.0  million,23397300, 23.4 million gallons ,"$209,078 ",$0.2 million,209100,"$209,100 ",5472.7,920938.81,"5,473","$920,939",$16.1 Million,"$16,148,000 ",$16.1 Million,$16.1 Million,folder/talb_24041_hexmap.PNG,,https://dnr.maryland.gov/forests/pages/urban-community.aspx,,Maryland Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Talbot County, MD 2013-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Talbot%20County%2C%20MD%202013-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Talbot%20County%2C%20MD%202013-2018.pdf>Download Fact Sheet</a>
